id,,datetime,speed,vehicle_distance,deviate
165,,2016/8/5 10:00,50,20,0
166,,2016/8/5 10:00,50,20,0
167,,2016/8/5 10:00,50,20,0
168,,2016/8/5 10:00,50,20,0
169,,2016/8/5 10:00,50,20,0
170,,2016/8/5 10:00,50,20,0
171,,2016/8/5 10:00,50,20,0
172,,2016/8/5 10:00,50,20,0
173,,2016/8/5 10:00,50,20,0
174,,2016/8/5 10:00,50,20,0
175,,2016/8/5 10:00,50,20,0
176,,2016/8/5 10:00,50,20,0
177,,2016/8/5 10:00,50,20,0
178,,2016/8/5 10:00,50,20,0
179,,2016/8/5 10:00,50,20,0
180,,2016/8/5 10:00,50,20,0
181,,2016/8/5 10:00,50,20,0
182,,2016/8/5 10:00,50,20,0
183,,2016/8/5 10:00,50,20,0
184,,2016/8/5 10:00,50,20,0
185,,2016/8/5 10:00,50,20,0
186,,2016/8/5 10:00,50,20,0
187,,2016/8/5 10:00,50,20,0
188,,2016/8/5 10:00,50,20,0
189,,2016/8/5 10:00,50,20,0
190,,2016/8/5 10:00,50,20,0
191,,2016/8/5 10:00,50,20,0
192,,2016/8/5 10:00,50,20,0
193,,2016/8/5 10:00,50,20,0
194,,2016/8/5 10:00,50,20,0
195,,2016/8/5 10:00,50,20,0
196,,2016/8/5 10:00,50,20,0
197,,2016/8/5 10:00,50,15,0
198,,2016/8/5 10:00,50,10,0
199,,2016/8/5 10:00,50,5,0
200,,2016/8/5 10:00,50,5,0
201,,2016/8/5 10:00,50,5,0
202,,2016/8/5 10:00,50,5,0
203,,2016/8/5 10:00,50,5,0
204,,2016/8/5 10:00,50,5,0
205,,2016/8/5 10:00,50,5,0
206,,2016/8/5 10:00,50,5,0
207,,2016/8/5 10:00,50,5,0
208,,2016/8/5 10:00,50,5,0
209,,2016/8/5 10:00,50,5,0
210,,2016/8/5 10:00,50,5,0
211,,2016/8/5 10:00,50,7,0
212,,2016/8/5 10:00,50,9,0
213,,2016/8/5 10:00,50,11,0
214,,2016/8/5 10:00,50,13,0
215,,2016/8/5 10:00,50,15,0
216,,2016/8/5 10:00,50,17,0
217,,2016/8/5 10:00,50,19,0
218,,2016/8/5 10:00,50,20,0
219,,2016/8/5 10:00,50,20,0
220,,2016/8/5 10:00,50,20,0
221,,2016/8/5 10:00,50,20,0
222,,2016/8/5 10:00,50,20,0
223,,2016/8/5 10:00,50,20,0
224,,2016/8/5 10:00,50,20,0
225,,2016/8/5 10:00,50,20,0
226,,2016/8/5 10:00,50,20,0
227,,2016/8/5 10:00,50,20,0
228,,2016/8/5 10:00,50,19,0
229,,2016/8/5 10:00,50,18,0
230,,2016/8/5 10:00,50,17,0
231,,2016/8/5 10:00,50,16,0
232,,2016/8/5 10:00,50,15,0
233,,2016/8/5 10:00,50,14,0
234,,2016/8/5 10:00,50,13,0
235,,2016/8/5 10:00,50,12,0
236,,2016/8/5 10:00,50,11,0
237,,2016/8/5 10:00,50,10,0
238,,2016/8/5 10:00,50,9,0
239,,2016/8/5 10:00,50,8,0
240,,2016/8/5 10:00,50,7,0
241,,2016/8/5 10:00,50,6,0
242,,2016/8/5 10:00,50,5,0
243,,2016/8/5 10:00,50,4,0
244,,2016/8/5 10:00,50,4,0
245,,2016/8/5 10:00,50,4,0
246,,2016/8/5 10:00,50,4,0
247,,2016/8/5 10:00,50,4,0
248,,2016/8/5 10:00,50,4,0
249,,2016/8/5 10:00,50,4,0
250,,2016/8/5 10:00,50,4,0
251,,2016/8/5 10:00,50,4,0
252,,2016/8/5 10:00,50,4,0
253,,2016/8/5 10:00,50,4,0
254,,2016/8/5 10:00,50,4,0
255,,2016/8/5 10:00,50,4,0
256,,2016/8/5 10:00,50,4,0
257,,2016/8/5 10:00,50,4,0
258,,2016/8/5 10:00,50,4,0
259,,2016/8/5 10:00,50,4,0
260,,2016/8/5 10:00,50,4,0
261,,2016/8/5 10:00,50,4,0
262,,2016/8/5 10:00,50,4,0
263,,2016/8/5 10:00,50,4,0
264,,2016/8/5 10:00,50,4,0
265,,2016/8/5 10:00,50,4,0
266,,2016/8/5 10:00,50,4,0
267,,2016/8/5 10:00,50,5,0
268,,2016/8/5 10:00,50,6,0
269,,2016/8/5 10:00,50,7,0
270,,2016/8/5 10:00,50,8,0
271,,2016/8/5 10:00,50,9,0
272,,2016/8/5 10:00,50,10,0
273,,2016/8/5 10:00,50,11,0
274,,2016/8/5 10:00,50,12,0
275,,2016/8/5 10:00,50,13,0
276,,2016/8/5 10:00,50,14,0
277,,2016/8/5 10:00,50,15,0
278,,2016/8/5 10:00,50,16,0
279,,2016/8/5 10:00,50,17,0
280,,2016/8/5 10:00,50,18,0
281,,2016/8/5 10:00,50,20,0
282,,2016/8/5 10:00,50,20,0
283,,2016/8/5 10:00,50,20,0
284,,2016/8/5 10:00,50,20,0
285,,2016/8/5 10:00,50,20,0
286,,2016/8/5 10:00,50,20,0
287,,2016/8/5 10:00,50,20,0
288,,2016/8/5 10:00,50,20,0
289,,2016/8/5 10:00,50,20,0
290,,2016/8/5 10:00,50,20,0
291,,2016/8/5 10:00,50,20,0
292,,2016/8/5 10:00,50,20,0
293,,2016/8/5 10:00,50,20,0
294,,2016/8/5 10:00,50,20,0
295,,2016/8/5 10:00,50,20,0
296,,2016/8/5 10:00,50,20,0
297,,2016/8/5 10:00,50,20,0
298,,2016/8/5 10:00,50,20,0
299,,2016/8/5 10:00,50,20,0
300,,2016/8/5 10:00,50,20,0
301,,2016/8/5 10:00,50,20,0
302,,2016/8/5 10:00,50,20,0
303,,2016/8/5 10:00,50,20,0
304,,2016/8/5 10:00,50,20,0
305,,2016/8/5 10:00,50,20,0
306,,2016/8/5 10:00,50,20,0
307,,2016/8/5 10:00,50,20,0
308,,2016/8/5 10:00,50,20,0
309,,2016/8/5 10:00,50,20,0
310,,2016/8/5 10:00,50,20,0
311,,2016/8/5 10:00,50,20,0
312,,2016/8/5 10:00,50,20,0
313,,2016/8/5 10:00,50,20,0
314,,2016/8/5 10:00,50,20,0
315,,2016/8/5 10:00,50,20,0
316,,2016/8/5 10:00,50,20,0
317,,2016/8/5 10:00,50,20,0
318,,2016/8/5 10:00,50,20,0
319,,2016/8/5 10:00,50,20,0
320,,2016/8/5 10:00,50,20,0
321,,2016/8/5 10:00,50,20,0
322,,2016/8/5 10:00,50,20,0
323,,2016/8/5 10:00,50,20,0
324,,2016/8/5 10:00,50,20,0
325,,2016/8/5 10:00,50,20,0
326,,2016/8/5 10:00,50,20,0
327,,2016/8/5 10:00,50,20,0
328,,2016/8/5 10:00,50,20,0
329,,2016/8/5 10:00,50,20,0
330,,2016/8/5 10:00,50,20,0
331,,2016/8/5 10:00,50,20,0
332,,2016/8/5 10:00,50,20,0
333,,2016/8/5 10:00,50,20,0
334,,2016/8/5 10:00,50,20,0
335,,2016/8/5 10:00,50,20,0
336,,2016/8/5 10:00,50,20,0
337,,2016/8/5 10:00,50,20,0
338,,2016/8/5 10:00,50,20,0
339,,2016/8/5 10:00,50,20,0
340,,2016/8/5 10:00,50,20,0
341,,2016/8/5 10:00,50,20,0
342,,2016/8/5 10:00,50,20,0
343,,2016/8/5 10:00,50,20,0
344,,2016/8/5 10:00,50,20,0
345,,2016/8/5 10:00,50,20,0
346,,2016/8/5 10:00,50,20,0
347,,2016/8/5 10:00,50,20,0
348,,2016/8/5 10:00,50,20,0
349,,2016/8/5 10:00,50,20,0
350,,2016/8/5 10:00,50,20,0
351,,2016/8/5 10:00,50,20,0
352,,2016/8/5 10:00,50,20,0
353,,2016/8/5 10:00,50,20,0
354,,2016/8/5 10:00,50,20,0
355,,2016/8/5 10:00,50,20,0
356,,2016/8/5 10:00,50,20,0
357,,2016/8/5 10:00,50,20,0
358,,2016/8/5 10:00,50,20,0
359,,2016/8/5 10:00,50,20,0
360,,2016/8/5 10:00,50,20,0
361,,2016/8/5 10:00,50,20,0
362,,2016/8/5 10:00,50,20,0
363,,2016/8/5 10:00,50,20,0
364,,2016/8/5 10:00,50,20,0
365,,2016/8/5 10:00,50,20,0
366,,2016/8/5 10:00,50,20,0
367,,2016/8/5 10:00,50,20,0
368,,2016/8/5 10:00,50,20,0
369,,2016/8/5 10:00,50,20,0
370,,2016/8/5 10:00,50,20,0
371,,2016/8/5 10:00,50,20,0
372,,2016/8/5 10:00,50,20,0
373,,2016/8/5 10:00,50,20,0
374,,2016/8/5 10:00,50,20,0
375,,2016/8/5 10:00,50,20,0
376,,2016/8/5 10:00,50,20,0
377,,2016/8/5 10:00,50,20,0
378,,2016/8/5 10:00,50,20,0
379,,2016/8/5 10:00,50,20,0
380,,2016/8/5 10:00,50,20,0
381,,2016/8/5 10:00,50,20,0
382,,2016/8/5 10:00,50,20,0
383,,2016/8/5 10:00,50,20,0
384,,2016/8/5 10:00,50,20,0
385,,2016/8/5 10:00,50,20,0
386,,2016/8/5 10:00,50,20,0
387,,2016/8/5 10:00,50,20,0
388,,2016/8/5 10:00,50,20,0
389,,2016/8/5 10:00,50,20,0
390,,2016/8/5 10:00,50,20,0
391,,2016/8/5 10:00,50,20,0
392,,2016/8/5 10:00,50,20,0
393,,2016/8/5 10:00,50,20,0
394,,2016/8/5 10:00,50,20,0
395,,2016/8/5 10:00,50,20,0
396,,2016/8/5 10:00,50,20,0
397,,2016/8/5 10:00,50,20,0
398,,2016/8/5 10:00,50,20,0
399,,2016/8/5 10:00,50,20,0
400,,2016/8/5 10:00,50,20,0
401,,2016/8/5 10:00,50,20,0
402,,2016/8/5 10:00,50,20,0
403,,2016/8/5 10:00,50,20,0
404,,2016/8/5 10:00,50,20,0
405,,2016/8/5 10:00,50,20,0
406,,2016/8/5 10:00,50,20,0
407,,2016/8/5 10:00,50,20,0
408,,2016/8/5 10:00,50,20,0
409,,2016/8/5 10:00,50,20,0
410,,2016/8/5 10:00,50,20,0
411,,2016/8/5 10:00,50,20,0
412,,2016/8/5 10:00,50,20,0
413,,2016/8/5 10:00,50,20,0
414,,2016/8/5 10:00,50,20,0
415,,2016/8/5 10:00,50,20,0
416,,2016/8/5 10:00,50,20,0
417,,2016/8/5 10:00,50,20,0
418,,2016/8/5 10:00,50,20,0
419,,2016/8/5 10:00,50,20,0
420,,2016/8/5 10:00,50,20,0
421,,2016/8/5 10:00,50,20,0
422,,2016/8/5 10:00,50,20,0
423,,2016/8/5 10:00,50,20,0
424,,2016/8/5 10:00,50,20,0
425,,2016/8/5 10:00,50,20,0
426,,2016/8/5 10:00,50,20,0
427,,2016/8/5 10:00,50,20,0
428,,2016/8/5 10:00,50,20,0
429,,2016/8/5 10:00,50,20,0
430,,2016/8/5 10:00,50,20,0
431,,2016/8/5 10:00,50,20,0
432,,2016/8/5 10:00,50,20,0
433,,2016/8/5 10:00,50,20,0
434,,2016/8/5 10:00,50,20,0
435,,2016/8/5 10:00,50,20,0
436,,2016/8/5 10:00,50,20,0
437,,2016/8/5 10:00,50,22,0
438,,2016/8/5 10:00,50,20,0
439,,2016/8/5 10:00,50,20,0
440,,2016/8/5 10:00,50,20,0
441,,2016/8/5 10:00,50,20,0
442,,2016/8/5 10:00,50,20,0
443,,2016/8/5 10:00,50,20,0
444,,2016/8/5 10:00,50,20,0
445,,2016/8/5 10:00,50,20,0
446,,2016/8/5 10:00,50,20,0
447,,2016/8/5 10:00,50,20,0
448,,2016/8/5 10:00,50,20,0
449,,2016/8/5 10:00,50,20,0
450,,2016/8/5 10:00,50,20,0
451,,2016/8/5 10:00,50,20,0
452,,2016/8/5 10:00,50,20,0
453,,2016/8/5 10:00,50,20,0
454,,2016/8/5 10:00,50,20,0
455,,2016/8/5 10:00,50,20,0
456,,2016/8/5 10:00,50,20,0
457,,2016/8/5 10:00,50,20,0
458,,2016/8/5 10:00,50,20,0
459,,2016/8/5 10:00,50,20,0
460,,2016/8/5 10:00,50,20,0
461,,2016/8/5 10:00,50,20,0
462,,2016/8/5 10:00,50,20,0
463,,2016/8/5 10:00,50,20,0
464,,2016/8/5 10:00,50,20,0
465,,2016/8/5 10:00,50,20,0
466,,2016/8/5 10:00,50,19,0
467,,2016/8/5 10:00,50,18,0
468,,2016/8/5 10:00,50,17,0
469,,2016/8/5 10:00,50,16,0
470,,2016/8/5 10:00,50,15,0
471,,2016/8/5 10:00,50,14,0
472,,2016/8/5 10:00,50,13,0
473,,2016/8/5 10:00,50,12,0
474,,2016/8/5 10:00,50,11,0
475,,2016/8/5 10:00,50,10,0
476,,2016/8/5 10:00,50,10,0
477,,2016/8/5 10:00,50,10,0
478,,2016/8/5 10:00,50,10,0
479,,2016/8/5 10:00,50,10,0
480,,2016/8/5 10:00,50,9,0
481,,2016/8/5 10:00,50,8,0
482,,2016/8/5 10:00,50,7,0
483,,2016/8/5 10:00,50,6,0
484,,2016/8/5 10:00,50,5,0
485,,2016/8/5 10:00,50,4,0
486,,2016/8/5 10:00,50,3,0
487,,2016/8/5 10:00,50,2,0
488,d,2016/8/5 10:00,50,0,0
489,d,2016/8/5 10:00,50,0,0
490,d,2016/8/5 10:00,50,0,0
491,d,2016/8/5 10:00,50,0,0
492,d,2016/8/5 10:00,50,0,0
493,d,2016/8/5 10:00,50,0,0
494,d,2016/8/5 10:00,50,0,0
495,d,2016/8/5 10:00,50,0,0
496,d,2016/8/5 10:00,50,0,0
497,d,2016/8/5 10:00,50,0,0
498,d,2016/8/5 10:00,50,0,0
499,d,2016/8/5 10:00,50,0,0
