id,account,datetime,speed,vehicle_distance,deviate
80,ailab01,2016/8/5 10:00,60,12,
81,ailab01,2016/8/5 10:00,61,12,
82,ailab01,2016/8/5 10:00,62,12,
83,ailab01,2016/8/5 10:00,63,12,
84,ailab01,2016/8/5 10:00,64,12,
85,ailab01,2016/8/5 10:00,65,12,
86,ailab01,2016/8/5 10:00,66,12,
87,ailab01,2016/8/5 10:00,67,12,
88,ailab01,2016/8/5 10:00,68,12,
89,ailab01,2016/8/5 10:00,69,12,
90,ailab01,2016/8/5 10:00,70,12,
91,ailab01,2016/8/5 10:00,71,12,
92,ailab01,2016/8/5 10:00,72,12,
93,ailab01,2016/8/5 10:00,73,12,
94,ailab01,2016/8/5 10:00,73,12,
95,ailab01,2016/8/5 10:00,73,12,
96,ailab01,2016/8/5 10:00,73,12,
97,ailab01,2016/8/5 10:00,73,12,
98,ailab01,2016/8/5 10:00,73,12,
99,ailab01,2016/8/5 10:00,73,12,
100,ailab01,2016/8/5 10:00,73,12,
101,ailab01,2016/8/5 10:00,73,12,
102,ailab01,2016/8/5 10:00,73,12,
103,ailab01,2016/8/5 10:00,73,12,
104,ailab01,2016/8/5 10:00,73,12,
105,ailab01,2016/8/5 10:00,73,12,
106,ailab01,2016/8/5 10:00,73,12,
107,ailab01,2016/8/5 10:00,73,12,
108,ailab01,2016/8/5 10:00,73,12,
109,ailab01,2016/8/5 10:00,73,12,
110,ailab01,2016/8/5 10:00,73,12,
111,ailab01,2016/8/5 10:00,73,12,
112,ailab01,2016/8/5 10:00,73,12,
113,ailab01,2016/8/5 10:00,73,12,
114,ailab01,2016/8/5 10:00,73,12,
115,ailab01,2016/8/5 10:00,73,12,
116,ailab01,2016/8/5 10:00,73,12,
117,ailab01,2016/8/5 10:00,73,12,
118,ailab01,2016/8/5 10:00,73,12,
119,ailab01,2016/8/5 10:00,73,12,
120,ailab01,2016/8/5 10:00,73,12,
121,ailab01,2016/8/5 10:00,73,12,
122,ailab01,2016/8/5 10:00,73,12,
123,ailab01,2016/8/5 10:00,73,12,
124,ailab01,2016/8/5 10:00,73,12,
125,ailab01,2016/8/5 10:00,73,12,
126,ailab01,2016/8/5 10:00,73,12,
127,ailab01,2016/8/5 10:00,73,12,
128,ailab01,2016/8/5 10:00,73,12,
129,ailab01,2016/8/5 10:00,73,12,
130,ailab01,2016/8/5 10:00,73,12,
131,ailab01,2016/8/5 10:00,73,12,
132,ailab01,2016/8/5 10:00,73,12,
133,ailab01,2016/8/5 10:00,73,12,
134,ailab01,2016/8/5 10:00,73,12,
135,ailab01,2016/8/5 10:00,73,12,
136,ailab01,2016/8/5 10:00,73,12,
137,ailab01,2016/8/5 10:00,73,12,
138,ailab01,2016/8/5 10:00,73,12,
139,ailab01,2016/8/5 10:00,73,12,
140,ailab01,2016/8/5 10:00,73,11,
141,ailab01,2016/8/5 10:00,73,10,
142,ailab01,2016/8/5 10:00,73,9,
143,ailab01,2016/8/5 10:00,73,8,
144,ailab01,2016/8/5 10:00,73,8,
145,ailab01,2016/8/5 10:00,73,8,
146,ailab01,2016/8/5 10:00,73,8,
147,ailab01,2016/8/5 10:00,73,8,
148,ailab01,2016/8/5 10:00,73,8,
149,ailab01,2016/8/5 10:00,73,8,
150,ailab01,2016/8/5 10:00,73,8,
151,ailab01,2016/8/5 10:00,73,8,
152,ailab01,2016/8/5 10:00,73,8,
153,ailab01,2016/8/5 10:00,73,8,
154,ailab01,2016/8/5 10:00,73,8,
155,ailab01,2016/8/5 10:00,73,8,
156,ailab01,2016/8/5 10:00,73,8,
157,ailab01,2016/8/5 10:00,73,8,
158,ailab01,2016/8/5 10:00,73,8,
159,ailab01,2016/8/5 10:00,73,8,
160,ailab01,2016/8/5 10:00,73,8,
161,ailab01,2016/8/5 10:00,73,8,
162,ailab01,2016/8/5 10:00,73,,
163,ailab01,2016/8/5 10:00,73,,
164,ailab01,2016/8/5 10:00,73,,
165,ailab01,2016/8/5 10:00,73,,
166,ailab01,2016/8/5 10:00,73,,
167,ailab01,2016/8/5 10:00,73,,
168,ailab01,2016/8/5 10:00,73,,
169,ailab01,2016/8/5 10:00,73,,
170,ailab01,2016/8/5 10:00,73,,
171,ailab01,2016/8/5 10:00,73,,
172,ailab01,2016/8/5 10:00,73,,
173,ailab01,2016/8/5 10:00,73,,
174,ailab01,2016/8/5 10:00,73,,
175,ailab01,2016/8/5 10:00,73,,
176,ailab01,2016/8/5 10:00,73,,
177,ailab01,2016/8/5 10:00,73,,
178,ailab01,2016/8/5 10:00,73,,
179,ailab01,2016/8/5 10:00,73,,
180,ailab01,2016/8/5 10:00,73,,
181,ailab01,2016/8/5 10:00,73,,
182,ailab01,2016/8/5 10:00,73,,
183,ailab01,2016/8/5 10:00,73,,
184,ailab01,2016/8/5 10:00,73,,
185,ailab01,2016/8/5 10:00,73,,
186,ailab01,2016/8/5 10:00,73,,
187,ailab01,2016/8/5 10:00,73,,
188,ailab01,2016/8/5 10:00,73,,
189,ailab01,2016/8/5 10:00,73,,
190,ailab01,2016/8/5 10:00,73,,
191,ailab01,2016/8/5 10:00,73,,
192,ailab01,2016/8/5 10:00,73,,
193,ailab01,2016/8/5 10:00,73,,
194,ailab01,2016/8/5 10:00,73,,
195,ailab01,2016/8/5 10:00,73,,
196,ailab01,2016/8/5 10:00,73,,
197,ailab01,2016/8/5 10:00,73,,
198,ailab01,2016/8/5 10:00,73,,
199,ailab01,2016/8/5 10:00,73,,
200,ailab01,2016/8/5 10:00,73,,
201,ailab01,2016/8/5 10:00,73,,
202,ailab01,2016/8/5 10:00,73,,
203,ailab01,2016/8/5 10:00,73,,
204,ailab01,2016/8/5 10:00,73,,
205,ailab01,2016/8/5 10:00,73,,
206,ailab01,2016/8/5 10:00,73,,
207,ailab01,2016/8/5 10:00,73,,
208,ailab01,2016/8/5 10:00,73,,
209,ailab01,2016/8/5 10:00,73,,
210,ailab01,2016/8/5 10:00,73,,
211,ailab01,2016/8/5 10:00,73,,
212,ailab01,2016/8/5 10:00,73,,
213,ailab01,2016/8/5 10:00,73,,
214,ailab01,2016/8/5 10:00,73,,
215,ailab01,2016/8/5 10:00,73,,
216,ailab01,2016/8/5 10:00,73,,
217,ailab01,2016/8/5 10:00,73,,
218,ailab01,2016/8/5 10:00,73,,
219,ailab01,2016/8/5 10:00,73,,
220,ailab01,2016/8/5 10:00,73,,
221,ailab01,2016/8/5 10:00,73,,
222,ailab01,2016/8/5 10:00,73,,
223,ailab01,2016/8/5 10:00,73,,
224,ailab01,2016/8/5 10:00,73,,
225,ailab01,2016/8/5 10:00,73,,
226,ailab01,2016/8/5 10:00,73,,
227,ailab01,2016/8/5 10:00,73,,
228,ailab01,2016/8/5 10:00,73,,
229,ailab01,2016/8/5 10:00,73,,
230,ailab01,2016/8/5 10:00,73,,
231,ailab01,2016/8/5 10:00,73,,
232,ailab01,2016/8/5 10:00,73,,
233,ailab01,2016/8/5 10:00,73,,
234,ailab01,2016/8/5 10:00,73,,
235,ailab01,2016/8/5 10:00,73,,
236,ailab01,2016/8/5 10:00,73,,
237,ailab01,2016/8/5 10:00,73,,
238,ailab01,2016/8/5 10:00,73,,
239,ailab01,2016/8/5 10:00,73,,
240,ailab01,2016/8/5 10:00,73,,
241,ailab01,2016/8/5 10:00,73,,
242,ailab01,2016/8/5 10:00,73,,
243,ailab01,2016/8/5 10:00,73,,
244,ailab01,2016/8/5 10:00,73,,
245,ailab01,2016/8/5 10:00,73,,
246,ailab01,2016/8/5 10:00,73,,
247,ailab01,2016/8/5 10:00,73,,
248,ailab01,2016/8/5 10:00,73,,
249,ailab01,2016/8/5 10:00,73,,
250,ailab01,2016/8/5 10:00,73,,
251,ailab01,2016/8/5 10:00,73,,
252,ailab01,2016/8/5 10:00,73,,
253,ailab01,2016/8/5 10:00,73,,
254,ailab01,2016/8/5 10:00,73,,
255,ailab01,2016/8/5 10:00,73,,
256,ailab01,2016/8/5 10:00,73,,
257,ailab01,2016/8/5 10:00,73,,
258,ailab01,2016/8/5 10:00,73,,
259,ailab01,2016/8/5 10:00,73,,
260,ailab01,2016/8/5 10:00,73,,
261,ailab01,2016/8/5 10:00,73,,
262,ailab01,2016/8/5 10:00,73,,
263,ailab01,2016/8/5 10:00,73,,
264,ailab01,2016/8/5 10:00,73,,
265,ailab01,2016/8/5 10:00,73,,
266,ailab01,2016/8/5 10:00,73,,
267,ailab01,2016/8/5 10:00,73,,
268,ailab01,2016/8/5 10:00,73,,
269,ailab01,2016/8/5 10:00,73,,
270,ailab01,2016/8/5 10:00,73,,
271,ailab01,2016/8/5 10:00,73,,
272,ailab01,2016/8/5 10:00,73,,
273,ailab01,2016/8/5 10:00,73,,
274,ailab01,2016/8/5 10:00,73,,
275,ailab01,2016/8/5 10:00,73,,
276,ailab01,2016/8/5 10:00,73,,
277,ailab01,2016/8/5 10:00,73,,
278,ailab01,2016/8/5 10:00,72,,
279,ailab01,2016/8/5 10:00,71,,
280,ailab01,2016/8/5 10:00,70,,
281,ailab01,2016/8/5 10:00,69,,
282,ailab01,2016/8/5 10:00,68,,
283,ailab01,2016/8/5 10:00,67,,
284,ailab01,2016/8/5 10:00,66,,
285,ailab01,2016/8/5 10:00,65,,
286,ailab01,2016/8/5 10:00,64,,
287,ailab01,2016/8/5 10:00,63,,
288,ailab01,2016/8/5 10:00,62,,
289,ailab01,2016/8/5 10:00,61,,
290,ailab01,2016/8/5 10:00,60,,
291,ailab01,2016/8/5 10:00,59,,
292,ailab01,2016/8/5 10:00,58,,
293,ailab01,2016/8/5 10:00,57,,
294,ailab01,2016/8/5 10:00,56,,
295,ailab01,2016/8/5 10:00,55,,
296,ailab01,2016/8/5 10:00,54,,
297,ailab01,2016/8/5 10:00,53,,
298,ailab01,2016/8/5 10:00,52,,
299,ailab01,2016/8/5 10:00,51,,
300,ailab01,2016/8/5 10:00,50,,
301,ailab01,2016/8/5 10:00,49,,
302,ailab01,2016/8/5 10:00,48,,
303,ailab01,2016/8/5 10:00,47,,
304,ailab01,2016/8/5 10:00,46,,
305,ailab01,2016/8/5 10:00,45,,
306,ailab01,2016/8/5 10:00,44,,
307,ailab01,2016/8/5 10:00,43,,
308,ailab01,2016/8/5 10:00,42,,
309,ailab01,2016/8/5 10:00,41,,
310,ailab01,2016/8/5 10:00,40,,
311,ailab01,2016/8/5 10:00,39,,
312,ailab01,2016/8/5 10:00,38,,
313,ailab01,2016/8/5 10:00,37,,
314,ailab01,2016/8/5 10:00,36,,
315,ailab01,2016/8/5 10:00,35,,
316,ailab01,2016/8/5 10:00,34,,
317,ailab01,2016/8/5 10:00,33,,
318,ailab01,2016/8/5 10:00,33,,
319,ailab01,2016/8/5 10:00,33,,
320,ailab01,2016/8/5 10:00,33,,
321,ailab01,2016/8/5 10:00,33,,
322,ailab01,2016/8/5 10:00,33,,
323,ailab01,2016/8/5 10:00,33,,
324,ailab01,2016/8/5 10:00,33,,
325,ailab01,2016/8/5 10:00,33,,
326,ailab01,2016/8/5 10:00,33,,
327,ailab01,2016/8/5 10:00,33,,
328,ailab01,2016/8/5 10:00,33,,
329,ailab01,2016/8/5 10:00,33,,
330,ailab01,2016/8/5 10:00,33,,
331,ailab01,2016/8/5 10:00,33,,
332,ailab01,2016/8/5 10:00,33,,
333,ailab01,2016/8/5 10:00,33,,
334,ailab01,2016/8/5 10:00,33,,
335,ailab01,2016/8/5 10:00,33,,
336,ailab01,2016/8/5 10:00,33,,
337,ailab01,2016/8/5 10:00,33,,
338,ailab01,2016/8/5 10:00,33,,
339,ailab01,2016/8/5 10:00,33,,
340,ailab01,2016/8/5 10:00,33,,
341,ailab01,2016/8/5 10:00,33,,
342,ailab01,2016/8/5 10:00,33,,
343,ailab01,2016/8/5 10:00,33,,
344,ailab01,2016/8/5 10:00,33,,
345,ailab01,2016/8/5 10:00,33,,
346,ailab01,2016/8/5 10:00,33,,
347,ailab01,2016/8/5 10:00,33,,
348,ailab01,2016/8/5 10:00,33,,
349,ailab01,2016/8/5 10:00,33,,
350,ailab01,2016/8/5 10:00,33,,
351,ailab01,2016/8/5 10:00,33,,
352,ailab01,2016/8/5 10:00,33,,
353,ailab01,2016/8/5 10:00,33,,
354,ailab01,2016/8/5 10:00,33,,
355,ailab01,2016/8/5 10:00,33,,
356,ailab01,2016/8/5 10:00,33,,
357,ailab01,2016/8/5 10:00,33,,
358,ailab01,2016/8/5 10:00,33,,
359,ailab01,2016/8/5 10:00,33,,
360,ailab01,2016/8/5 10:00,33,,
361,ailab01,2016/8/5 10:00,33,,
362,ailab01,2016/8/5 10:00,33,,
363,ailab01,2016/8/5 10:00,33,,
364,ailab01,2016/8/5 10:00,33,,
365,ailab01,2016/8/5 10:00,33,,
366,ailab01,2016/8/5 10:00,33,,
367,ailab01,2016/8/5 10:00,33,,
368,ailab01,2016/8/5 10:00,33,,
369,ailab01,2016/8/5 10:00,33,,
370,ailab01,2016/8/5 10:00,33,,
371,ailab01,2016/8/5 10:00,33,,
372,ailab01,2016/8/5 10:00,33,,
373,ailab01,2016/8/5 10:00,33,,
374,ailab01,2016/8/5 10:00,33,,
375,ailab01,2016/8/5 10:00,33,,
376,ailab01,2016/8/5 10:00,33,,
377,ailab01,2016/8/5 10:00,33,,
378,ailab01,2016/8/5 10:00,33,,
379,ailab01,2016/8/5 10:00,33,,
380,ailab01,2016/8/5 10:00,33,,
381,ailab01,2016/8/5 10:00,33,,
382,ailab01,2016/8/5 10:00,33,,
383,ailab01,2016/8/5 10:00,33,,
384,ailab01,2016/8/5 10:00,33,,
385,ailab01,2016/8/5 10:00,33,,
386,ailab01,2016/8/5 10:00,33,,
387,ailab01,2016/8/5 10:00,33,,
388,ailab01,2016/8/5 10:00,33,,
389,ailab01,2016/8/5 10:00,33,,
390,ailab01,2016/8/5 10:00,33,,
391,ailab01,2016/8/5 10:00,33,,
392,ailab01,2016/8/5 10:00,33,,
393,ailab01,2016/8/5 10:00,33,,
394,ailab01,2016/8/5 10:00,33,,
395,ailab01,2016/8/5 10:00,33,,
396,ailab01,2016/8/5 10:00,33,,
397,ailab01,2016/8/5 10:00,33,,
398,ailab01,2016/8/5 10:00,33,,
399,ailab01,2016/8/5 10:00,33,,
400,ailab01,2016/8/5 10:00,33,,
401,ailab01,2016/8/5 10:00,33,,
402,ailab01,2016/8/5 10:00,33,,
403,ailab01,2016/8/5 10:00,33,,
404,ailab01,2016/8/5 10:00,33,,
405,ailab01,2016/8/5 10:00,33,,
406,ailab01,2016/8/5 10:00,33,,
407,ailab01,2016/8/5 10:00,33,,
408,ailab01,2016/8/5 10:00,33,,
409,ailab01,2016/8/5 10:00,33,,
410,ailab01,2016/8/5 10:00,33,,
411,ailab01,2016/8/5 10:00,33,,
412,ailab01,2016/8/5 10:00,33,,
413,ailab01,2016/8/5 10:00,33,,
414,ailab01,2016/8/5 10:00,33,,
415,ailab01,2016/8/5 10:00,33,,
416,ailab01,2016/8/5 10:00,33,,
417,ailab01,2016/8/5 10:00,33,,
418,ailab01,2016/8/5 10:00,33,,
419,ailab01,2016/8/5 10:00,33,,
420,ailab01,2016/8/5 10:00,33,,
421,ailab01,2016/8/5 10:00,33,,
422,ailab01,2016/8/5 10:00,33,,
423,ailab01,2016/8/5 10:00,33,,
424,ailab01,2016/8/5 10:00,33,,
425,ailab01,2016/8/5 10:00,33,,
426,ailab01,2016/8/5 10:00,33,,
427,ailab01,2016/8/5 10:00,33,,
428,ailab01,2016/8/5 10:00,33,,
429,ailab01,2016/8/5 10:00,33,,
430,ailab01,2016/8/5 10:00,33,,
431,ailab01,2016/8/5 10:00,33,,
432,ailab01,2016/8/5 10:00,33,,
433,ailab01,2016/8/5 10:00,33,,
434,ailab01,2016/8/5 10:00,33,,
435,ailab01,2016/8/5 10:00,33,,
436,ailab01,2016/8/5 10:00,33,,
437,ailab01,2016/8/5 10:00,33,,
438,ailab01,2016/8/5 10:00,33,,
439,ailab01,2016/8/5 10:00,33,,
440,ailab01,2016/8/5 10:00,33,,
441,ailab01,2016/8/5 10:00,33,,
442,ailab01,2016/8/5 10:00,33,,
443,ailab01,2016/8/5 10:00,33,,
444,ailab01,2016/8/5 10:00,33,,
445,ailab01,2016/8/5 10:00,33,,
446,ailab01,2016/8/5 10:00,33,,
447,ailab01,2016/8/5 10:00,33,,
448,ailab01,2016/8/5 10:00,33,,
449,ailab01,2016/8/5 10:00,33,,
450,ailab01,2016/8/5 10:00,33,,
451,ailab01,2016/8/5 10:00,33,,
452,ailab01,2016/8/5 10:00,33,,
453,ailab01,2016/8/5 10:00,33,,
454,ailab01,2016/8/5 10:00,33,,
455,ailab01,2016/8/5 10:00,33,,
456,ailab01,2016/8/5 10:00,33,,
457,ailab01,2016/8/5 10:00,33,,
458,ailab01,2016/8/5 10:00,34,,
459,ailab01,2016/8/5 10:00,35,,
460,ailab01,2016/8/5 10:00,36,,
461,ailab01,2016/8/5 10:00,37,,
462,ailab01,2016/8/5 10:00,38,,
463,ailab01,2016/8/5 10:00,39,,
464,ailab01,2016/8/5 10:00,40,,
465,ailab01,2016/8/5 10:00,41,,
466,ailab01,2016/8/5 10:00,42,,
467,ailab01,2016/8/5 10:00,43,,
468,ailab01,2016/8/5 10:00,44,,
469,ailab01,2016/8/5 10:00,45,,
470,ailab01,2016/8/5 10:00,46,,
471,ailab01,2016/8/5 10:00,47,,
472,ailab01,2016/8/5 10:00,48,,
473,ailab01,2016/8/5 10:00,49,,
474,ailab01,2016/8/5 10:00,50,,
475,ailab01,2016/8/5 10:00,51,,
476,ailab01,2016/8/5 10:00,52,,
477,ailab01,2016/8/5 10:00,53,,
478,ailab01,2016/8/5 10:00,54,,
479,ailab01,2016/8/5 10:00,55,,
480,ailab01,2016/8/5 10:00,56,,
481,ailab01,2016/8/5 10:00,57,,
482,ailab01,2016/8/5 10:00,58,,
483,ailab01,2016/8/5 10:00,59,,
484,ailab01,2016/8/5 10:00,60,,
485,ailab01,2016/8/5 10:00,61,,
486,ailab01,2016/8/5 10:00,62,,
487,ailab01,2016/8/5 10:00,63,,
488,ailab01,2016/8/5 10:00,64,,
489,ailab01,2016/8/5 10:00,65,,
490,ailab01,2016/8/5 10:00,66,,
491,ailab01,2016/8/5 10:00,67,,
492,ailab01,2016/8/5 10:00,68,,
493,ailab01,2016/8/5 10:00,69,,
494,ailab01,2016/8/5 10:00,70,,
495,ailab01,2016/8/5 10:00,71,,
496,ailab01,2016/8/5 10:00,72,,
497,ailab01,2016/8/5 10:00,73,,
498,ailab01,2016/8/5 10:00,74,,
499,ailab01,2016/8/5 10:00,75,,
